시즌,팀,남녀부,경기,세트,득점,공격종합_성공,공격종합_블로킹,공격종합_범실,공격종합_연결,공격종합_시도,공격종합_성공률,오픈_성공,오픈_블로킹,오픈_범실,오픈_연결,오픈_시도,오픈_성공률,속공_성공,속공_블로킹,속공_범실,속공_연결,속공_시도,속공_성공률,퀵오픈_성공,퀵오픈_블로킹,퀵오픈_범실,퀵오픈_연결,퀵오픈_시도,퀵오픈_성공률,시간차_성공,시간차_블로킹,시간차_범실,시간차_연결,시간차_시도,시간차_성공률,이동_성공,이동_블로킹,이동_범실,이동_계속,이동_시도,이동_성공률,후위_성공,후위_블로킹,후위_범실,후위_연결,후위_시도,후위_성공률,블로킹_성공,유효블로킹,블로킹_실패,블로킹_범실,블로킹_연결,블로킹_시도,블로킹_세트당_평균,블로킹_어시스트,서브_성공,서브_범실,서브_연결,서브_시도,서브_세트당_평균,벌칙,개인범실,팀범실,세트_성공,세트_범실,세트_연결,세트_시도,세트_세트당_평균,리시브_정확,리시브_실패,리시브_연결,리시브_시도,리시브_효율,디그_성공,디그_범실,디그_실패,디그_시도,디그_세트당_평균
2005,KAL,남,20,76,1580,1014,205,165,803,2187,46.36,547,139,92,466,1244,43.97,164,15,13,123,315,52.06,,,,,,,82,10,9,53,154,53.24,99,19,17,79,214,46.26,122,22,34,82,260,46.92,189,,380,26,183,752,2.486,,20,156,1415,1591,0.263,1,371,,965,16,1155,2136,12.69,916,46,596,1558,55.84,800,174,7,981,10.52
2005,삼성,남,20,74,1757,1093,181,156,691,2121,51.53,552,115,100,357,1124,49.11,253,20,13,171,457,55.36,,,,,,,46,9,6,28,89,51.68,88,12,6,32,138,63.76,154,25,31,103,313,49.2,234,,352,21,200,786,3.162,,50,176,1509,1735,0.675,,376,,1041,18,998,2057,14.06,944,23,384,1351,68.17,865,167,5,1037,11.68
2005,LG,남,20,80,1791,1133,213,191,776,2313,48.98,503,125,92,414,1134,44.35,221,20,17,147,405,54.56,,,,,,,120,19,11,82,232,51.72,42,6,7,29,84,50,247,43,64,104,458,53.93,212,,391,15,201,804,2.65,,51,192,1550,1793,0.637,1,427,,1102,20,1160,2282,13.77,1070,40,476,1586,64.94,884,137,8,1029,11.05
2005,현대,남,20,70,1685,1006,142,98,700,1946,51.69,450,83,49,369,951,47.31,265,19,18,164,466,56.86,,,,,,,108,7,6,55,176,61.36,51,3,3,20,77,66.23,132,30,22,92,276,47.82,235,,398,26,235,868,3.357,,48,137,1477,1662,0.685,,284,,961,17,917,1895,13.72,867,31,403,1301,64.25,773,141,6,920,11.04
2005,상무,남,20,72,1468,962,201,184,817,2164,44.45,486,109,101,417,1113,43.66,198,29,22,181,430,46.04,,,,,,,103,14,10,69,196,52.55,55,11,11,37,114,48.24,120,38,40,113,311,38.58,144,,345,19,167,656,2,,27,138,1323,1488,0.375,,371,,932,29,1176,2137,12.94,987,56,492,1535,60.65,834,157,1,992,11.58
2005,한전,남,20,74,1611,1030,229,169,756,2184,47.16,504,144,102,395,1145,44.01,245,24,28,166,463,52.91,,,,,,,140,30,10,92,272,51.47,59,5,3,30,97,60.82,82,26,26,73,207,39.61,157,,345,18,157,659,2.121,,42,200,1382,1624,0.567,,416,,994,26,1131,2151,13.43,1066,42,453,1561,65.59,847,194,3,1044,11.44
2005,GS,여,16,60,1228,763,97,165,1516,2541,30.02,443,56,99,921,1519,29.16,93,14,18,166,291,31.95,,,,,,,140,18,22,244,424,33.01,53,5,7,88,153,34.64,34/(32),4,19,97,154,22.07,132,,263,11,247,642,2.2,,26,68,1110,1204,0.433,,287,,715,34,1764,2513,11.91,666,37,571,1274,49.37,1592,213,9,1814,26.53
2005,KT&G,여,16,60,1390,937,101,96,1619,2753,34.03,424,57,46,860,1387,30.56,86,8,6,101,201,42.78,,,,,,,292,30,25,460,807,36.18,111,5,9,110,235,47.23,24/(23),1,10,88,123,19.51,122,,227,7,270,619,2.033,,37,53,1272,1362,0.616,,174,,882,14,1783,2679,14.7,634,27,448,1109,54.73,1884,207,4,2095,31.4
2005,도공,여,16,59,1373,924,67,122,1464,2577,35.85,492,35,67,875,1469,33.49,155,12,14,149,330,46.96,,,,,,,174,12,23,312,521,33.39,92,8,8,86,194,47.42,11/(11),,10,42,63,17.46,122,,230,6,228,580,2.067,,30,48,1272,1350,0.508,,196,,871,15,1620,2506,14.76,607,31,401,1039,55.43,1792,222,5,2019,30.37
2005,현대,여,16,63,1389,946,118,149,1540,2753,34.36,438,61,71,797,1367,32.04,161,22,15,163,361,44.59,,,,,,,227,23,37,371,658,34.49,92,11,14,126,243,37.86,28/(27),1,12,83,124,22.58,104,,211,14,255,570,1.65,,37,85,1238,1360,0.587,1,285,,890,27,1724,2641,14.12,775,44,461,1280,57.1,1694,199,9,1902,26.88
2005,흥국,여,16,60,1186,789,155,209,1475,2628,30.02,362,83,104,733,1282,28.23,168,35,33,259,495,33.93,,,,,,,135,21,27,242,425,31.76,59,11,11,73,154,38.31,65/(64),5,34,168,272,23.89,58,,196,13,192,446,0.966,,50,128,957,1135,0.833,,390,,749,37,1808,2594,12.48,748,41,534,1323,53.43,1555,211,3,1769,25.91
2005~2006,KAL,남,35,125,2741,1634,354,291,1394,3673,44.48,801,202,165,787,1955,40.97,234,38,21,179,472,49.57,171,32,16,120,339,50.44,85,15,16,46,162,52.46,155,13,14,107,289,53.63,188,54,59,155,456,41.22,369,419,679,28,333,1800,2.952,265,82,256,2412,2750,0.656,1,614,,1555,27,2014,3596,12.44,1586,83,882,2551,58.91,1445,363,11,1819,11.56
2005~2006,삼성,남,35,124,2906,1788,334,275,1195,3592,49.77,803,180,148,638,1769,45.39,348,47,37,234,666,52.25,122,17,10,42,191,63.87,96,13,8,49,166,57.83,82,20,8,55,165,49.69,337,57,64,177,635,53.07,387,493,587,21,300,1767,3.12,310,93,333,2451,2877,0.75,1,673,,1717,34,1784,3535,13.84,1571,46,616,2233,68.29,1509,330,9,1848,12.16
2005~2006,LIG,남,35,128,2833,1718,378,291,1336,3723,46.14,808,231,156,755,1950,41.43,268,27,33,230,558,48.02,123,25,8,46,202,60.89,133,17,6,75,231,57.57,38,4,4,22,68,55.88,348,74,84,208,714,48.73,359,428,702,23,338,1827,2.804,282,97,262,2474,2833,0.757,,623,2,1646,35,1985,3666,12.85,1664,93,811,2568,61.17,1452,335,12,1799,11.34
2005~2006,현대,남,35,124,2976,1758,220,201,1218,3397,51.75,743,119,107,654,1623,45.77,397,37,34,220,688,57.7,182,16,5,86,289,62.97,188,15,18,83,304,61.84,56,4,5,29,94,59.57,192,29,32,146,399,48.12,438,477,701,27,396,2012,3.532,352,103,280,2553,2936,0.83,,558,,1681,39,1619,3339,13.55,1493,65,676,2234,63.92,1414,363,11,1788,11.4
2005~2006,상무,남,35,124,2540,1611,392,355,1248,3606,44.67,569,169,169,503,1410,40.35,269,56,37,249,611,44.02,329,62,33,176,600,54.83,164,36,33,104,337,48.66,39,4,3,22,68,57.35,241,65,80,194,580,41.55,247,428,589,31,232,1496,1.991,191,61,263,2240,2564,0.491,,704,4,1542,43,1987,3572,12.43,1738,84,777,2599,63.63,1389,347,12,1748,11.2
2005~2006,한전,남,35,131,2711,1694,406,327,1335,3762,45.02,635,220,156,629,1640,38.71,385,55,48,272,760,50.65,192,38,25,106,361,53.18,232,44,22,162,460,50.43,89,7,10,39,145,61.37,161,42,66,127,396,40.65,284,388,657,36,295,1624,2.167,213,86,294,2364,2744,0.656,1,715,5,1614,46,2050,3710,12.32,1888,96,777,2761,64.9,1363,408,11,1782,10.4
2005~2006,GS,여,28,110,2304,1362,200,330,2573,4465,30.5,686,110,178,1359,2333,29.4,126,21,19,227,393,32.06,91,9,4,109,213,42.72,99,13,7,153,272,36.39,97,9,20,155,281,34.51,263/(248),38,102,570,973,27.02,152,743,472,13,342,1709,1.381,90,50,135,1887,2072,0.454,,534,2,1293,41,3188,4522,11.75,1279,100,868,2247,52.46,2809,402,15,3226,25.53
2005~2006,KT&G,여,28,114,2469,1551,216,225,2886,4878,31.79,586,104,109,1462,2261,25.91,189,18,12,195,414,45.65,154,19,11,220,404,38.11,404,50,28,554,1036,38.99,139,17,13,204,373,37.26,79/(74),8,52,251,390,20.25,215,684,498,10,390,1787,1.885,135,29,64,2304,2397,0.254,,345,,1463,34,3325,4822,12.83,1287,75,807,2169,55.87,3181,466,12,3659,27.9
2005~2006,도공,여,28,106,2413,1483,159,271,2782,4695,31.58,545,77,131,1260,2013,27.07,233,16,16,338,603,38.64,158,22,14,196,390,40.51,186,12,14,256,468,39.74,215,14,24,246,499,43.08,146/(139),18,72,486,722,20.22,194,668,480,18,405,1747,1.83,125,57,91,2117,2265,0.537,,417,2,1366,27,3176,4569,12.88,1224,61,695,1980,58.73,3111,459,10,3580,29.34
2005~2006,현대,여,28,110,2376,1477,164,303,2506,4450,33.19,506,75,116,1011,1708,29.62,249,12,27,322,610,40.81,168,17,25,201,411,40.87,231,17,29,350,627,36.84,124,18,18,166,326,38.03,199/(181),25,88,456,768,25.91,198,633,400,27,392,1623,1.8,132,90,149,1954,2193,0.818,1,532,2,1394,40,2944,4378,12.67,1273,76,712,2061,58.07,2797,400,12,3209,25.42
2005~2006,흥국,여,28,110,2514,1507,195,323,2166,4191,35.95,372,70,88,732,1262,29.47,284,41,43,303,671,42.32,202,17,27,194,440,45.9,238,18,34,277,567,41.97,129,13,11,113,266,48.49,282/(252),36,120,547,985,28.62,175,564,360,23,285,1384,1.59,122,143,253,1858,2254,1.3,1,663,2,1417,46,2614,4077,12.88,1298,53,666,2017,61.72,2508,375,17,2900,22.8
2006~2007,KAL,남,30,116,2645,1615,288,292,1179,3374,47.86,720,153,145,626,1644,43.79,174,24,24,133,355,49.01,298,34,35,180,547,54.47,89,22,15,68,194,45.87,53,6,5,31,95,55.78,281,49,68,141,539,52.13,315,386,568,27,279,1548,2.715,249,132,377,2124,2633,1.137,1,740,,1550,38,1771,3359,13.36,1435,72,787,2294,59.41,1327,349,5,1681,11.43
2006~2007,삼성,남,30,109,2636,1561,243,279,1043,3126,49.93,513,111,113,491,1228,41.77,266,24,29,168,487,54.62,168,26,22,98,314,53.5,100,8,13,54,175,57.14,80,3,8,37,128,62.5,434,71,94,195,794,54.65,302,399,481,42,319,1501,2.77,230,112,366,2132,2610,1.027,1,726,1,1508,31,1569,3108,13.83,1344,64,577,1985,64.48,1340,306,7,1653,12.29
2006~2007,LIG,남,30,107,2452,1378,266,225,1149,3018,45.65,520,134,108,567,1329,39.12,216,25,22,163,426,50.7,226,48,21,151,446,50.67,92,11,6,51,160,57.5,19,2,1,7,29,65.51,305,46,67,210,628,48.56,320,337,560,34,298,1515,2.99,259,71,267,2111,2449,0.663,,564,1,1326,32,1688,3046,12.39,1140,101,858,2099,49.49,1236,351,6,1593,11.55
2006~2007,현대,남,30,109,2637,1455,198,174,1078,2905,50.08,408,88,58,445,999,40.84,235,25,20,142,422,55.68,360,31,29,218,638,56.42,157,15,10,80,262,59.92,46,3,4,25,78,58.97,249,36,53,168,506,49.2,352,394,575,13,299,1620,3.229,292,102,312,2201,2615,0.935,,538,,1389,27,1464,2880,12.74,1144,76,738,1958,54.54,1193,371,12,1576,10.94
2006~2007,상무,남,30,99,1935,1157,316,282,1052,2807,41.21,371,149,130,462,1112,33.36,210,43,28,221,502,41.83,204,54,31,119,408,50,134,22,29,100,285,47.01,65,6,5,34,110,59.09,173,42,59,116,390,44.35,170,285,433,24,178,1066,1.717,110,45,196,1727,1968,0.454,,545,,1118,37,1731,2886,11.29,1300,98,701,2099,57.26,1096,346,6,1448,11.07
2006~2007,한전,남,30,102,2129,1304,349,274,1014,2941,44.33,424,170,132,441,1167,36.33,315,56,31,196,598,52.67,155,44,21,107,327,47.4,192,33,27,128,380,50.52,68,8,9,31,116,58.62,150,38,54,111,353,42.49,201,273,451,23,201,1126,1.97,156,85,297,1775,2157,0.833,,642,,1230,39,1647,2916,12.05,1325,109,718,2152,56.5,1135,356,9,1500,11.12
2006~2007,GS,여,24,89,1918,1156,151,239,1896,3442,33.58,445,53,100,854,1452,30.64,85,16,13,132,246,34.55,187,25,23,280,515,36.31,181,12,22,227,442,40.95,146,18,22,135,321,45.48,112/(102),27,59,268,466,24.03,157,530,406,20,277,1370,1.764,103,64,153,1608,1825,0.719,,467,,1069,45,2354,3468,12.01,934,81,749,1764,48.35,2079,340,10,2429,23.35
2006~2007,KT&G,여,24,90,1865,1102,198,210,2065,3575,30.82,386,72,76,851,1385,27.87,161,18,12,207,398,40.45,142,27,27,242,438,32.42,227,40,23,386,676,33.57,96,13,11,162,282,34.04,90/(79),28,61,217,396,22.72,152,481,387,3,270,1290,1.688,94,61,104,1647,1812,0.677,,360,1,1049,32,2558,3639,11.65,957,96,777,1830,47.04,2211,383,11,2605,24.56
2006~2007,도공,여,24,95,2090,1238,183,240,1907,3568,34.69,500,91,115,976,1682,29.72,150,17,19,207,393,38.16,196,24,17,203,440,44.54,158,18,14,178,368,42.93,73,11,5,91,180,40.55,161/(139),22,70,252,505,31.88,184,562,347,20,287,1380,1.936,124,66,124,1751,1941,0.694,,434,,1147,44,2387,3578,12.07,900,74,729,1703,48.5,2240,382,6,2628,23.57
2006~2007,현대,여,24,97,2134,1221,178,233,2152,3784,32.26,396,75,95,910,1476,26.82,205,22,13,249,489,41.92,175,18,24,248,465,37.63,203,27,24,333,587,34.58,111,13,12,106,242,45.86,131/(118),23,65,306,525,24.95,200,559,370,12,326,1455,2.061,131,83,157,1775,2015,0.855,,450,1,1147,44,2577,3768,11.82,993,91,729,1813,49.75,2369,356,4,2729,24.42
2006~2007,흥국,여,24,95,2209,1340,153,247,1573,3313,40.44,383,47,82,547,1059,36.16,148,16,21,207,392,37.75,281,26,23,227,557,50.44,223,25,23,205,476,46.84,122,12,18,111,263,46.38,183/(143),27,80,276,566,32.33,170,448,350,24,315,1283,1.789,118,149,253,1640,2042,1.568,,579,,1248,40,1960,3248,13.13,986,74,665,1725,52.86,1861,301,15,2177,19.58
2007~2008,KAL,남,35,135,3132,1921,279,294,1266,3760,51.09,557,93,128,489,1267,43.96,238,30,18,176,462,51.51,493,68,49,286,896,55.02,218,28,22,94,362,60.22,88,4,2,35,129,68.21,327,56,75,186,644,50.77,382,509,640,25,315,1846,2.829,285,104,420,2582,3106,0.77,,775,2,1844,28,1855,3727,13.65,1666,90,804,2560,61.56,1484,397,8,1889,10.99
2007~2008,삼성,남,35,130,3090,1883,366,239,1187,3675,51.23,560,133,91,502,1286,43.54,362,40,32,241,675,53.62,318,77,31,159,585,54.35,218,30,13,90,351,62.1,83,5,5,29,122,68.03,342,81,67,166,656,52.13,345,474,623,42,332,1774,2.653,269,102,359,2603,3064,0.784,1,678,1,1791,34,1834,3659,13.77,1650,65,683,2398,66.09,1513,381,4,1898,11.63
2007~2008,LIG손보,남,35,125,2799,1650,274,325,1336,3585,46.02,514,116,128,566,1324,38.82,229,24,25,188,466,49.14,365,43,63,242,713,51.19,191,24,14,78,307,62.21,25,1,,11,37,67.56,326,66,95,251,738,44.17,357,443,585,42,330,1715,2.856,274,95,346,2363,2804,0.76,,749,2,1592,29,1998,3619,12.73,1422,81,984,2487,53.92,1397,418,7,1822,11.17
2007~2008,현대,남,35,131,3040,1816,256,265,1395,3732,48.66,443,105,110,533,1191,37.19,386,37,41,211,675,57.18,433,49,37,293,812,53.32,251,24,22,148,445,56.4,60,4,5,22,91,65.93,243,37,50,188,518,46.91,401,522,763,33,358,2044,3.061,309,86,296,2643,3025,0.656,,639,,1752,38,1964,3754,13.37,1555,97,850,2502,58.27,1556,417,7,1980,11.87
2007~2008,상무,남,35,135,2939,1775,412,369,1738,4294,41.33,453,177,150,660,1440,31.45,335,51,35,296,717,46.72,383,78,57,296,814,47.05,285,39,26,196,546,52.19,76,12,12,55,155,49.03,243,55,89,235,622,39.06,301,509,648,22,290,1748,2.229,212,66,287,2610,2963,0.488,,726,,1686,44,2561,4291,12.48,1896,86,858,2840,63.73,1798,523,4,2325,13.31
2007~2008,한전,남,35,126,2552,1581,444,343,1315,3683,42.92,486,216,161,562,1425,34.1,313,63,35,240,651,48.07,273,56,28,167,524,52.09,238,42,36,162,478,49.79,71,6,9,30,116,61.2,200,61,74,154,489,40.89,245,361,586,37,262,1454,1.944,180,86,342,2161,2589,0.682,,781,3,1534,49,2176,3759,12.17,1732,84,855,2671,61.69,1374,432,10,1816,10.9
2007~2008,GS,여,28,110,2401,1336,201,284,2361,4182,31.94,536,89,118,1057,1800,29.77,166,25,17,257,465,35.69,248,32,25,313,618,40.12,137,20,19,223,399,34.33,91,12,16,138,257,35.4,158/(138),23,89,373,643,24.57,252,655,442,29,311,1660,2.29,166,79,180,1993,2252,0.718,,553,3,1239,50,2917,4206,11.26,1101,72,882,2055,50.07,2533,440,10,2983,23.02
2007~2008,KT&G,여,28,105,2372,1366,241,231,2106,3944,34.63,457,86,93,907,1543,29.61,206,34,22,249,511,40.31,186,48,22,217,473,39.32,291,37,28,402,758,38.39,82,13,9,78,182,45.05,144/(122),23,57,253,477,30.18,194,591,394,23,309,1488,1.847,120,74,172,2005,2251,0.704,,476,,1280,44,2684,4008,12.19,1097,87,759,1943,51.98,2461,412,6,2879,23.43
2007~2008,현대,여,28,110,2335,1282,206,311,2217,4016,31.92,508,90,127,1013,1738,29.22,92,24,18,195,329,27.96,203,31,39,244,517,39.26,248,29,35,365,677,36.63,86,9,19,115,229,37.55,145/(128),23,73,285,526,27.56,239,543,477,19,308,1567,2.172,136,92,188,1949,2229,0.836,2,588,3,1174,58,2867,4099,10.67,1176,109,956,2241,47.61,2296,420,11,2727,20.87
2007~2008,흥국,여,28,106,2490,1503,193,297,1805,3798,39.57,416,61,118,669,1264,32.91,146,26,27,193,392,37.24,340,36,30,243,649,52.38,235,26,28,222,511,45.98,157,20,15,130,322,48.75,209/(162),24,79,348,660,31.66,186,553,365,30,322,1426,1.754,128,113,284,1912,2309,1.066,,671,1,1414,55,2352,3821,13.33,1057,74,788,1919,51.22,2222,343,5,2570,20.96
2007~2008,도공,여,28,113,2451,1395,243,354,2274,4266,32.7,494,103,147,1008,1752,28.19,189,28,36,265,518,36.48,291,38,30,328,687,42.35,171,29,21,262,483,35.4,81,10,17,124,232,34.91,169/(151),35,103,287,594,28.45,213,619,398,17,310,1540,1.884,132,99,190,2014,2303,0.876,2,628,2,1294,59,2998,4351,11.45,1133,96,916,2145,48.34,2579,446,6,3031,22.82
2008~2009,KAL,남,35,130,2991,1827,315,267,1243,3652,50.02,561,137,109,520,1327,42.27,281,29,23,173,506,55.53,381,65,36,204,686,55.53,222,24,19,110,375,59.2,22,2,2,6,32,68.75,360,58,78,230,726,49.58,338,464,607,30,296,1705,2.6,261,115,478,2384,2977,0.884,1,820,,1737,37,1868,3642,13.36,1579,94,819,2492,59.59,1467,366,7,1840,11.28
2008~2009,삼성,남,35,124,3021,1833,399,226,1154,3612,50.74,571,163,96,502,1332,42.86,342,40,34,214,630,54.28,296,63,26,172,557,53.14,171,44,8,86,309,55.33,40,4,3,19,66,60.6,413,85,59,161,718,57.52,335,499,589,15,263,1686,2.701,248,93,346,2561,3000,0.75,2,617,,1743,25,1803,3571,14.05,1595,60,636,2291,67,1533,370,3,1906,12.36
2008~2009,LIG손보,남,35,130,2912,1694,302,293,1199,3488,48.56,567,134,127,532,1360,41.69,292,42,42,194,570,51.22,308,41,36,156,541,56.93,130,15,12,68,225,57.77,5,,4,2,11,45.45,392,70,72,247,781,50.19,384,408,647,12,306,1745,2.953,282,109,410,2392,2911,0.838,1,767,2,1601,43,1811,3455,12.31,1471,113,923,2507,54.16,1290,392,8,1690,9.923
2008~2009,현대,남,35,126,3004,1724,214,240,1139,3317,51.97,467,91,109,442,1109,42.11,293,26,23,171,513,57.11,483,44,44,257,828,58.33,219,18,14,119,370,59.18,3,,,1,4,75,259,35,50,149,493,52.53,450,389,736,19,331,1906,3.571,348,90,336,2546,2972,0.714,2,635,1,1638,31,1616,3285,13,1477,102,760,2339,58.78,1246,417,7,1670,9.888
2008~2009,KEPCO45,남,35,119,2398,1441,427,297,1188,3353,42.97,429,187,144,475,1235,34.73,281,45,19,197,542,51.84,314,76,45,218,653,48.08,224,53,30,140,447,50.11,5,,,5,10,50,188,66,59,153,466,40.34,232,363,494,10,219,1308,1.949,174,97,365,1974,2436,0.815,1,725,1,1399,46,1992,3437,11.75,1542,110,860,2512,57,1249,407,6,1662,10.49
2008~2009,신협상무,남,35,119,2505,1484,344,358,1571,3757,39.49,408,172,161,636,1377,29.62,292,42,42,284,660,44.24,326,68,58,249,701,46.5,291,19,25,196,531,54.8,4,3,2,7,16,25,163,40,70,199,472,34.53,262,448,551,14,255,1516,2.201,211,77,258,2193,2528,0.647,,678,,1427,41,2338,3806,11.99,1529,69,855,2453,59.51,1613,401,7,2021,13.55
2008~2009,GS,여,28,112,2517,1583,204,271,1999,4057,39.01,729,107,142,1048,2026,35.98,151,31,10,185,377,40.05,275,22,39,278,614,44.78,174,15,14,225,428,40.65,118,14,12,118,262,45.03,136,15,54,145,350,38.85,256,624,469,30,345,1694,2.285,170,97,195,2200,2492,0.866,1,536,2,1474,34,2549,4057,13.16,1157,97,898,2152,49.25,2300,413,5,2718,20.53
2008~2009,KT&G,여,28,109,2417,1508,222,247,1853,3830,39.37,611,102,120,976,1809,33.77,239,28,23,244,534,44.75,229,30,27,222,508,45.07,220,30,21,211,482,45.64,18,2,,22,42,42.85,191,30,56,178,455,41.97,246,556,430,29,338,1570,2.256,158,58,147,2209,2414,0.532,1,474,,1417,38,2433,3888,13,1185,106,863,2154,50.09,2138,425,12,2575,19.61
2008~2009,현대,여,28,109,2294,1422,211,247,1954,3834,37.08,519,97,119,862,1597,32.49,134,16,17,211,378,35.44,237,31,23,254,545,43.48,311,37,34,346,728,42.71,92,11,8,103,214,42.99,129,19,46,178,372,34.67,228,506,468,22,280,1482,2.091,154,108,214,1984,2306,0.99,1,550,5,1314,64,2587,3965,12.05,1243,80,902,2225,52.26,2109,489,3,2601,19.34
2008~2009,흥국,여,28,118,2620,1733,264,296,1930,4223,41.03,521,113,113,733,1480,35.2,291,33,24,275,623,46.7,441,46,44,354,885,49.83,259,32,31,240,562,46.08,71,9,17,98,195,36.41,150,31,67,230,478,31.38,216,624,481,28,311,1632,1.83,138,142,301,2169,2612,1.203,2,678,,1657,44,2522,4223,14.04,1294,74,970,2338,52.18,2300,420,7,2727,19.49
2008~2009,도공,여,28,108,2259,1451,267,317,1948,3983,36.42,511,110,124,912,1657,30.83,136,38,29,199,402,33.83,471,64,60,460,1055,44.64,181,27,19,157,384,47.13,35,7,17,63,122,28.68,117,21,68,157,363,32.23,222,557,441,21,254,1474,2.055,140,52,134,2091,2277,0.481,1,539,1,1381,49,2732,4162,12.78,1159,91,976,2226,47.97,2234,470,18,2722,20.68
2009~2010,KAL,남,36,135,3181,1986,350,278,1288,3902,50.89,619,145,125,558,1447,42.77,362,43,28,212,645,56.12,441,78,35,225,779,56.61,179,19,10,91,299,59.86,15,1,2,5,23,65.21,370,64,78,197,709,52.18,397,509,656,21,309,1871,2.94,292,104,411,2640,3155,0.77,1,747,4,1909,32,2017,3958,14.14,1798,59,742,2599,66.91,1578,448,5,2031,11.68
2009~2010,삼성,남,36,130,3157,1954,303,239,1274,3770,51.83,601,102,79,518,1300,46.23,317,39,28,246,630,50.31,319,53,34,173,579,55.09,198,14,5,97,314,63.05,26,5,1,17,49,53.06,493,90,92,223,898,54.89,370,498,615,20,283,1766,2.846,239,83,345,2699,3127,0.638,,639,3,1868,31,1839,3738,14.36,1711,37,651,2399,69.77,1571,418,4,1993,12.08
2009~2010,LIG손보,남,36,135,3118,1912,351,291,1232,3786,50.5,562,147,114,497,1320,42.57,323,37,30,220,610,52.95,287,49,34,152,522,54.98,239,26,18,113,396,60.35,10,1,2,8,21,47.61,491,91,93,242,917,53.54,391,480,633,22,332,1836,2.896,289,112,353,2629,3094,0.829,1,730,1,1791,49,1902,3742,13.26,1605,49,911,2565,60.66,1462,432,15,1909,10.82
2009~2010,우리캐피탈,남,36,134,2923,1841,420,323,1357,3941,46.71,443,152,103,518,1216,36.43,473,59,58,306,896,52.79,431,102,49,278,860,50.11,176,24,12,75,287,61.32,3,,,4,7,42.85,315,83,101,176,675,46.66,317,467,679,18,300,1763,2.365,227,73,311,2559,2943,0.544,1,714,,1737,52,2161,3950,12.96,1608,65,1071,2744,56.23,1539,398,9,1946,11.48
2009~2010,현대,남,36,131,3102,1859,240,256,1216,3571,52.05,451,112,91,441,1095,41.18,402,23,34,218,677,59.37,467,39,49,275,830,56.26,212,13,10,100,335,63.28,2,,,,2,100,325,53,72,182,632,51.42,426,465,716,35,324,1931,3.251,310,107,342,2631,3080,0.816,1,679,,1785,39,1799,3623,13.62,1611,66,799,2476,62.39,1389,452,6,1847,10.6
2009~2010,KEPCO45,남,36,128,2732,1629,419,304,1438,3790,42.98,512,189,137,581,1419,36.08,372,56,37,289,754,49.33,335,76,44,220,675,49.62,178,33,9,128,348,51.14,12,,1,6,19,63.15,220,65,76,214,575,38.26,317,409,555,17,289,1570,2.476,245,92,392,2277,2761,0.718,1,769,6,1543,48,2169,3760,12.05,1702,75,875,2652,61.34,1475,397,7,1879,11.52
2009~2010,신협상무,남,36,125,2496,1500,396,328,1520,3744,40.06,460,192,133,621,1406,32.71,285,48,43,276,652,43.71,251,57,42,205,555,45.22,224,26,15,158,423,52.95,10,4,1,7,22,45.45,270,69,94,253,686,39.35,261,448,639,19,298,1646,2.088,178,58,236,2245,2539,0.464,,628,,1440,35,2336,3811,11.52,1568,72,1021,2661,56.21,1441,430,10,1881,11.52
2009~2010,GS,여,28,103,2296,1414,182,240,2221,4057,34.85,569,92,127,1105,1893,30.05,126,15,16,207,364,34.61,351,31,39,395,816,43.01,177,23,13,210,423,41.84,98,11,19,152,280,35,93,10,26,152,281,33.09,177,626,392,29,313,1508,1.718,105,85,173,2024,2282,0.825,,503,1,1333,48,2761,4142,12.94,1013,79,926,2018,46.28,2465,410,13,2888,23.93
2009~2010,KT&G,여,28,105,2329,1375,159,218,1959,3711,37.05,645,73,130,998,1846,34.94,213,20,13,302,548,38.86,169,14,23,229,435,38.85,152,14,12,198,376,40.42,41,9,1,70,121,33.88,155,29,39,162,385,40.25,268,550,499,32,360,1677,2.552,176,86,186,2053,2325,0.819,,477,2,1271,33,2472,3776,12.1,1003,81,892,1976,46.65,2144,373,8,2525,20.41
