시즌,팀,남녀부,경기,세트,득점,공격종합_성공,공격종합_블로킹,공격종합_범실,공격종합_연결,공격종합_시도,공격종합_성공률,오픈_성공,오픈_블로킹,오픈_범실,오픈_연결,오픈_시도,오픈_성공률,속공_성공,속공_블로킹,속공_범실,속공_연결,속공_시도,속공_성공률,퀵오픈_성공,퀵오픈_블로킹,퀵오픈_범실,퀵오픈_연결,퀵오픈_시도,퀵오픈_성공률,시간차_성공,시간차_블로킹,시간차_범실,시간차_연결,시간차_시도,시간차_성공률,이동_성공,이동_블로킹,이동_범실,이동_계속,이동_시도,이동_성공률,후위_성공,후위_블로킹,후위_범실,후위_연결,후위_시도,후위_성공률,블로킹_성공,유효블로킹,블로킹_실패,블로킹_범실,블로킹_연결,블로킹_시도,블로킹_세트당_평균,블로킹_어시스트,서브_성공,서브_범실,서브_연결,서브_시도,서브_세트당_평균,벌칙,개인범실,팀범실,세트_성공,세트_범실,세트_연결,세트_시도,세트_세트당_평균,리시브_정확,리시브_실패,리시브_연결,리시브_시도,리시브_효율,디그_성공,디그_범실,디그_실패,디그_시도,디그_세트당_평균
2009~2010,현대,여,28,103,2379,1451,151,261,1802,3665,39.59,572,68,141,898,1679,34.06,166,12,14,220,412,40.29,237,33,39,254,563,42.09,251,18,20,198,487,51.54,56,5,6,48,115,48.69,169,15,41,184,409,41.32,279,594,433,31,363,1669,2.708,197,120,285,1948,2353,1.165,,632,2,1338,48,2290,3676,12.99,1005,65,900,1970,47.71,2096,407,7,2510,20.34
2009~2010,흥국,여,28,112,2362,1476,288,328,2167,4259,34.65,536,122,146,952,1756,30.52,198,20,25,255,498,39.75,334,70,42,411,857,38.97,189,32,21,201,443,42.66,86,9,21,107,223,38.56,133,35,73,241,482,27.59,164,614,367,17,313,1458,1.464,113,122,277,1979,2378,1.089,,690,1,1382,59,2903,4344,12.33,1041,99,1102,2242,42.01,2504,426,9,2939,22.35
2009~2010,도공,여,28,105,2185,1374,258,332,1914,3878,35.43,595,123,174,982,1874,31.75,130,27,22,184,363,35.81,349,48,55,378,830,42.04,169,28,19,206,422,40.04,41,13,12,59,125,32.8,90,19,50,105,264,34.09,150,501,348,15,262,1261,1.428,79,99,193,1920,2212,0.942,1,603,,1277,54,2655,3986,12.16,1011,87,1025,2123,43.52,2227,438,8,2673,21.2
2010~2011,KAL,남,30,105,2488,1482,216,178,943,2819,52.57,526,92,74,437,1129,46.58,262,29,21,159,471,55.62,294,44,28,132,498,59.03,99,12,8,38,157,63.05,11,1,,5,17,64.7,290,38,47,172,547,53.01,290,340,560,15,236,1426,2.761,227,118,345,1993,2456,1.123,,578,1,1401,34,1398,2833,13.34,1179,54,667,1900,59.21,1114,286,6,1406,10.6
2010~2011,삼성,남,30,108,2442,1473,295,233,835,2836,51.93,564,132,110,439,1245,45.3,179,19,22,119,339,52.8,197,44,13,78,332,59.33,115,13,11,36,175,65.71,7,,2,5,14,50,411,87,75,158,731,56.22,254,292,555,18,214,1315,2.351,181,106,349,1981,2436,0.981,2,639,3,1412,31,1455,2898,13.07,1096,77,884,2057,49.53,1060,302,7,1369,9.814
2010~2011,LIG손보,남,30,102,2311,1362,275,248,814,2699,50.46,440,111,91,324,966,45.54,202,30,16,141,389,51.92,286,48,34,124,492,58.13,105,12,11,40,168,62.5,1,3,,4,8,12.5,328,71,96,181,676,48.52,273,296,494,31,207,1270,2.676,191,94,301,1918,2313,0.921,1,618,,1275,32,1389,2696,12.5,1097,67,788,1952,52.76,1011,303,5,1319,9.911
2010~2011,우리캐피탈,남,30,110,2411,1451,321,247,1031,3050,47.57,447,147,104,433,1131,39.52,271,35,30,164,500,54.2,377,64,47,196,684,55.11,152,23,17,93,285,53.33,10,,,5,15,66.66,194,52,49,140,435,44.59,290,342,554,9,234,1420,2.636,219,80,329,2010,2419,0.727,1,631,1,1380,43,1629,3052,12.54,1197,69,899,2165,52.1,1169,320,2,1491,10.62
2010~2011,현대,남,30,107,2497,1465,236,215,919,2835,51.67,393,97,72,353,915,42.95,280,31,25,167,503,55.66,305,35,33,168,541,56.37,142,15,15,64,236,60.16,4,,,2,6,66.66,341,58,70,165,634,53.78,320,388,589,25,229,1526,2.99,243,85,334,2061,2480,0.794,1,614,2,1404,30,1453,2887,13.12,1094,64,821,1979,52.04,1153,283,9,1445,10.77
2010~2011,KEPCO45,남,30,109,2403,1387,283,228,1020,2918,47.53,487,141,106,445,1179,41.3,267,19,21,202,509,52.45,260,38,14,126,438,59.36,76,8,9,46,139,54.67,9,,,4,13,69.23,288,77,78,197,640,45,331,325,586,24,248,1490,3.036,256,88,274,2054,2416,0.807,1,569,3,1309,32,1591,2932,12,1237,66,837,2140,54.71,1054,317,10,1381,9.669
2010~2011,상무신협,남,30,109,2205,1309,346,239,1059,2953,44.32,334,136,87,374,931,35.87,276,46,22,213,557,49.55,310,83,54,219,666,46.54,166,18,10,83,277,59.92,15,4,4,2,25,60,208,59,62,168,497,41.85,214,324,580,19,167,1285,1.963,147,62,249,1920,2231,0.568,,564,,1258,52,1695,3005,11.54,1234,86,898,2218,51.75,1068,339,5,1412,9.798
2010~2011,GS,여,24,87,1835,1060,188,264,1657,3169,33.44,451,84,115,807,1457,30.95,99,21,21,143,284,34.85,209,43,43,314,609,34.31,184,22,35,199,440,41.81,65,7,9,89,170,38.23,52,11,41,105,209,24.88,137,453,389,11,196,1175,1.574,98,97,196,1563,1856,1.114,,505,,973,32,2196,3201,11.18,722,130,969,1821,32.5,1745,355,2,2102,20.05
2010~2011,인삼공사,여,24,89,1954,1084,141,196,1529,2950,36.74,501,81,116,824,1522,32.91,94,12,13,152,271,34.68,91,11,26,183,311,29.26,141,15,10,141,307,45.92,33,3,7,58,101,32.67,224,19,24,171,438,51.14,215,453,488,21,326,1482,2.415,136,111,207,1644,1962,1.247,,474,1,1000,43,1991,3034,11.23,755,117,901,1773,35.98,1642,302,7,1951,18.44
2010~2011,현대,여,24,91,2100,1229,168,261,1351,3009,40.84,445,74,125,588,1232,36.12,163,16,24,151,354,46.04,189,28,29,204,450,42,238,15,27,187,467,50.96,69,10,8,75,162,42.59,125,25,48,146,344,36.33,188,505,364,29,251,1308,2.065,126,163,285,1630,2078,1.791,1,630,2,1144,49,1834,3027,12.57,806,107,781,1694,41.26,1651,285,5,1941,18.14
2010~2011,흥국,여,24,94,2119,1224,197,217,1788,3426,35.72,488,91,111,906,1596,30.57,113,13,12,144,282,40.07,227,34,25,285,571,39.75,146,21,14,151,332,43.97,131,16,17,170,334,39.22,119,22,38,132,311,38.26,193,565,398,29,275,1431,2.053,139,107,219,1792,2118,1.138,,503,2,1163,32,2313,3508,12.37,773,122,858,1753,37.13,2089,337,6,2432,22.22
2010~2011,도공,여,24,87,1995,1173,188,246,1603,3210,36.54,440,89,111,733,1373,32.04,138,16,27,173,354,38.98,240,38,30,269,577,41.59,103,16,8,117,244,42.21,56,13,7,54,130,43.07,196,16,63,257,532,36.84,149,481,348,12,218,1196,1.712,99,176,265,1547,1988,2.022,,580,,1095,52,2085,3232,12.58,725,99,881,1705,36.71,1810,294,5,2109,20.8
2011~2012,KAL,남,36,146,3397,1868,291,279,1095,3533,52.87,609,99,126,458,1292,47.13,316,42,27,184,569,55.53,363,61,43,212,679,53.46,136,10,6,55,207,65.7,16,2,2,11,31,51.61,428,77,75,175,755,56.68,396,380,788,30,310,1874,2.712,313,174,551,2502,3227,1.191,2,899,,1804,27,1773,3604,12.35,1611,74,911,2596,59.2,1261,343,10,1614,8.636
2011~2012,삼성,남,36,131,3103,1760,305,195,852,3112,56.55,634,129,88,361,1212,52.31,208,16,11,121,356,58.42,306,43,16,105,470,65.1,107,14,5,35,161,66.45,,,1,1,2,,505,103,74,229,911,55.43,326,363,660,13,223,1572,2.488,209,117,374,2437,2928,0.893,,617,,1706,29,1441,3176,13.02,1339,95,798,2232,55.73,1195,366,6,1567,9.122
2011~2012,LIG손보,남,36,140,3124,1852,430,296,1167,3745,49.45,668,172,130,512,1482,45.07,255,34,25,194,508,50.19,450,94,58,212,814,55.28,79,8,9,40,136,58.08,,,,,,,400,122,74,209,805,49.68,291,419,744,23,247,1701,2.078,226,84,351,2555,2990,0.6,1,702,3,1765,28,1981,3774,12.6,1465,93,1148,2706,50.7,1337,392,4,1733,9.55
2011~2012,드림식스,남,36,135,3046,1752,373,290,1119,3534,49.57,516,174,126,460,1276,40.43,311,34,24,163,532,58.45,390,80,49,191,710,54.92,208,18,23,105,354,58.75,4,1,2,1,8,50,323,66,66,199,654,49.38,369,368,634,22,247,1618,2.733,275,94,474,2338,2906,0.696,,834,,1672,43,1816,3531,12.38,1381,100,1115,2596,49.34,1254,340,5,1599,9.288
2011~2012,현대,남,36,138,3246,1862,274,268,1013,3417,54.49,485,104,99,389,1077,45.03,352,38,26,174,590,59.66,422,56,28,176,682,61.87,194,19,14,80,307,63.19,5,,,,5,100,404,57,101,194,756,53.43,382,399,765,48,303,1849,2.768,278,129,473,2555,3157,0.934,,833,1,1791,36,1631,3458,12.97,1467,100,968,2535,53.92,1217,397,8,1622,8.818
2011~2012,KEPCO,남,36,138,3102,1789,397,261,1109,3556,50.3,619,172,82,422,1295,47.79,304,33,32,235,604,50.33,376,57,38,176,647,58.11,84,19,9,52,164,51.21,6,2,1,3,12,50,400,114,99,221,834,47.96,385,361,768,24,253,1767,2.789,256,100,322,2607,3029,0.724,1,648,,1704,34,1836,3574,12.34,1606,83,972,2661,57.23,1230,380,6,1616,8.913
2011~2012,상무신협,남,36,124,1935,1146,280,221,899,2546,45.01,327,118,77,347,869,37.62,240,28,45,192,505,47.52,255,68,36,145,504,50.59,186,20,11,87,304,61.18,10,1,1,4,16,62.5,128,45,51,124,348,36.78,201,286,520,20,149,1156,1.62,129,50,249,1663,1962,0.403,,538,1,1101,45,1474,2620,8.879,1070,81,802,1953,50.64,904,306,3,1213,7.29
2011~2012,GS,여,30,113,2478,1443,230,302,1729,3704,38.95,629,131,174,875,1809,34.77,229,27,26,248,530,43.2,250,34,32,259,575,43.47,164,14,16,146,340,48.23,33,7,6,44,90,36.66,138,17,48,157,360,38.33,272,508,551,28,323,1654,2.407,199,116,217,2149,2482,1.026,,603,1,1359,46,2400,3805,12.02,1040,141,1080,2261,39.76,1935,424,10,2369,17.12
2011~2012,KGC인삼공사,여,30,115,2632,1527,174,230,1576,3507,43.54,663,82,102,822,1669,39.72,75,6,10,80,171,43.85,154,22,22,177,375,41.06,156,11,11,136,314,49.68,52,6,4,75,137,37.95,427,47,81,286,841,50.77,310,496,535,30,371,1712,2.695,195,131,300,2189,2620,1.139,,617,1,1433,50,2114,3597,12.46,920,179,1044,2143,34.57,1937,403,7,2347,16.84
2011~2012,현대,여,30,120,2704,1562,189,305,1746,3802,41.08,498,90,125,765,1478,33.69,201,14,18,169,402,50,310,30,39,287,666,46.54,285,30,31,246,592,48.14,79,9,8,62,158,50,189,16,84,217,506,37.35,300,550,621,22,268,1739,2.5,210,177,364,2163,2704,1.475,1,741,3,1489,38,2388,3915,12.4,1098,135,1070,2303,41.81,2005,408,11,2424,16.7
2011~2012,흥국,여,30,123,2699,1652,295,269,1879,4095,40.34,561,127,91,792,1571,35.7,171,25,22,211,429,39.86,303,46,43,271,663,45.7,247,33,29,215,524,47.13,111,14,23,111,259,42.85,259,50,61,279,649,39.9,167,634,541,27,288,1630,1.357,125,151,275,2276,2702,1.227,3,629,5,1578,47,2613,4238,12.82,1066,160,1152,2378,38.09,2316,419,9,2744,18.82
2011~2012,도공,여,30,123,2623,1532,319,353,1842,4046,37.86,614,154,150,778,1696,36.2,196,27,24,189,436,44.95,267,44,36,340,687,38.86,172,20,14,151,357,48.17,21,9,9,17,56,37.5,262,65,120,367,814,32.18,153,484,472,10,219,1328,1.243,111,240,408,1973,2621,1.951,,824,1,1455,44,2609,4108,11.82,1074,143,1124,2341,39.76,2102,377,9,2488,17.08
2011~2012,IBK,여,30,116,2579,1514,204,232,1598,3548,42.67,824,116,120,903,1963,41.97,117,11,12,125,265,44.15,150,20,13,177,360,41.66,91,16,13,113,233,39.05,50,8,3,40,101,49.5,282,33,71,240,626,45.04,209,492,525,26,302,1528,1.801,131,188,333,2060,2581,1.62,,644,2,1422,37,2159,3618,12.25,966,152,1165,2283,35.65,1784,374,16,2174,15.37
2012~2013,KAL,남,30,120,2707,1484,263,241,992,2980,49.79,431,103,104,407,1045,41.24,242,26,21,152,441,54.87,360,56,37,187,640,56.25,175,15,8,84,282,62.05,13,1,1,12,27,48.14,263,62,70,150,545,48.25,341,322,642,28,252,1557,2.841,265,163,465,2073,2701,1.358,2,768,1,1423,30,1584,3037,11.85,1304,91,821,2216,54.73,1077,307,2,1386,8.975
2012~2013,삼성,남,30,114,2690,1577,265,218,740,2800,56.32,636,125,95,370,1226,51.87,251,22,21,110,404,62.12,148,32,8,54,242,61.15,123,14,8,34,179,68.71,5,3,1,3,12,41.66,414,69,85,169,737,56.17,293,319,582,26,194,1388,2.57,208,116,354,2195,2665,1.017,,624,1,1529,20,1278,2827,13.41,1140,82,786,2008,52.68,1018,270,6,1294,8.929
2012~2013,LIG손보,남,30,110,2461,1393,275,229,945,2842,49.01,527,121,98,434,1180,44.66,190,19,22,127,358,53.07,222,40,26,115,403,55.08,81,6,5,44,136,59.55,,,,1,1,,373,89,78,224,764,48.82,310,355,589,23,219,1473,2.818,242,103,335,2023,2461,0.936,,624,,1338,32,1530,2900,12.16,1121,92,872,2085,49.35,1050,293,5,1348,9.545
2012~2013,드림식스,남,30,109,2521,1446,295,263,952,2956,48.91,480,129,115,423,1147,41.84,262,25,24,151,462,56.7,282,49,32,133,496,56.85,155,26,9,77,267,58.05,,,,1,1,,267,66,83,167,583,45.79,344,355,574,22,232,1505,3.155,273,78,433,2007,2518,0.715,,751,1,1379,26,1554,2959,12.65,1201,94,884,2179,50.8,1068,305,7,1380,9.798
2012~2013,현대,남,30,119,2729,1590,316,248,863,3017,52.7,366,108,97,311,882,41.49,285,36,19,160,500,57,346,68,35,131,580,59.65,161,18,16,60,255,63.13,5,,1,2,8,62.5,427,86,80,199,792,53.91,289,333,637,24,238,1497,2.428,232,149,401,2171,2721,1.252,2,708,2,1535,28,1551,3114,12.89,1291,99,868,2258,52.79,1114,329,5,1448,9.361
2012~2013,KEPCO,남,30,108,2256,1347,369,244,928,2888,46.64,469,172,99,407,1147,40.88,234,26,25,171,456,51.31,239,64,18,131,452,52.87,108,26,12,62,208,51.92,13,2,5,3,23,56.52,284,79,85,154,602,47.17,206,333,600,24,183,1322,1.907,159,69,275,1948,2292,0.638,2,584,2,1277,39,1617,2933,11.82,1272,88,851,2211,53.55,1005,286,1,1292,9.305
2012~2013,GS,여,30,104,2397,1405,178,256,1543,3382,41.54,634,101,148,838,1721,36.83,208,16,12,203,439,47.38,201,24,33,186,444,45.27,123,10,9,109,251,49,47,8,9,46,110,42.72,192,19,45,161,417,46.04,258,535,520,32,302,1615,2.48,196,163,237,1971,2371,1.567,,561,2,1333,34,2051,3418,12.81,858,141,987,1986,36.1,1848,338,2,2188,17.76
2012~2013,KGC인삼공사,여,30,109,2163,1218,244,293,1775,3530,34.5,535,116,123,850,1624,32.94,53,13,16,97,179,29.6,305,67,47,398,817,37.33,91,13,12,113,229,39.73,96,10,17,117,240,40,138,25,78,200,441,31.29,154,429,430,18,209,1222,1.412,99,142,288,1759,2189,1.302,,637,1,1137,33,2460,3630,10.43,936,171,1099,2206,34.67,1873,391,5,2269,17.18
2012~2013,현대,여,30,111,2494,1419,169,251,1416,3255,43.59,591,91,116,701,1499,39.42,144,6,23,115,288,50,214,33,32,177,456,46.92,253,13,22,169,457,55.36,80,6,7,49,142,56.33,137,20,51,205,413,33.17,257,502,586,32,295,1640,2.315,204,197,296,1997,2490,1.774,1,631,1,1341,39,1941,3321,12.08,847,164,1048,2059,33.17,1672,347,12,2031,15.06
2012~2013,흥국,여,30,107,2186,1269,227,281,1455,3232,39.26,592,130,130,780,1632,36.27,101,12,15,103,231,43.72,168,24,27,170,389,43.18,103,13,14,130,260,39.61,64,7,12,55,138,46.37,241,41,83,217,582,41.4,157,478,451,33,236,1322,1.467,121,158,318,1736,2212,1.476,1,682,1,1219,41,2171,3431,11.39,816,205,1157,2178,28.05,1766,394,8,2168,16.5
2012~2013,도공,여,30,114,2544,1496,268,269,1469,3502,42.71,652,134,101,691,1578,41.31,152,23,23,154,352,43.18,211,41,30,230,512,41.21,152,16,13,149,330,46.06,14,2,3,15,34,41.17,315,52,99,230,696,45.25,176,420,440,14,258,1294,1.543,133,247,410,1884,2541,2.166,,732,2,1426,35,2111,3572,12.5,860,169,1100,2129,32.45,1758,369,4,2131,15.42
2012~2013,IBK,여,30,111,2557,1476,155,215,1457,3303,44.68,769,102,126,779,1776,43.29,148,11,11,123,293,50.51,164,12,17,187,380,43.15,118,10,8,140,276,42.75,59,4,5,43,111,53.15,218,16,48,185,467,46.68,239,491,535,20,272,1537,2.153,168,165,217,2153,2535,1.486,1,495,,1366,35,1933,3334,12.3,822,150,963,1935,34.72,1832,341,7,2180,16.5
2013~2014,삼성,남,30,115,2737,1649,222,201,794,2866,57.53,724,112,97,378,1311,55.22,242,19,11,111,383,63.18,97,15,4,35,151,64.23,148,5,6,42,201,73.63,,,,,,,438,71,83,228,820,53.41,285,347,604,21,219,1455,2.478,202,96,320,2305,2721,0.834,1,575,1,1577,28,1282,2887,13.71,1155,99,832,2086,50.62,1048,319,4,1371,9.113
2013~2014,현대,남,30,116,2691,1623,271,270,857,3021,53.72,531,100,119,366,1116,47.58,298,25,31,139,493,60.44,187,39,13,87,326,57.36,143,20,13,55,231,61.9,3,,1,1,5,60,461,87,93,209,850,54.23,298,367,628,41,240,1533,2.568,258,88,331,2256,2675,0.758,2,675,2,1557,26,1464,3047,13.42,1294,68,846,2208,55.52,1067,327,5,1399,9.198
2013~2014,KAL,남,30,112,2631,1602,260,226,937,3025,52.95,628,114,101,439,1282,48.98,197,23,21,135,376,52.39,236,31,24,92,383,61.61,96,11,10,52,169,56.8,25,2,1,10,38,65.78,420,79,69,209,777,54.05,258,394,643,28,190,1485,2.303,204,119,393,2114,2626,1.062,,687,,1543,37,1497,3077,13.77,1355,64,826,2245,57.5,1074,337,3,1414,9.589
2013~2014,우리카드,남,30,112,2506,1446,282,197,989,2914,49.62,425,127,83,422,1057,40.2,308,27,22,188,545,56.51,396,69,38,207,710,55.77,122,12,9,49,192,63.54,5,2,,,7,71.42,190,45,45,123,403,47.14,308,373,651,22,181,1513,2.75,257,85,298,2123,2506,0.758,1,555,2,1376,30,1533,2939,12.28,1240,84,822,2146,53.86,1054,323,7,1384,9.41
2013~2014,LIG손보,남,30,115,2558,1525,286,263,936,3010,50.66,613,123,129,486,1351,45.37,217,26,16,140,399,54.38,148,39,10,74,271,54.61,117,13,13,52,195,60,2,,,1,3,66.66,428,85,95,183,791,54.1,260,375,591,20,185,1411,2.26,200,89,365,2112,2566,0.773,,696,1,1459,37,1550,3046,12.68,1205,101,970,2276,48.5,1065,353,11,1429,9.26
2013~2014,러시앤캐시,남,30,114,2554,1553,302,246,884,2985,52.02,467,111,87,364,1029,45.38,274,34,25,156,489,56.03,234,42,28,119,423,55.31,177,23,14,82,296,59.79,5,1,3,1,10,50,396,91,89,162,738,53.65,262,320,613,13,172,1367,2.298,207,94,437,2027,2558,0.824,1,730,2,1459,29,1483,2971,12.79,1367,103,778,2248,56.22,1010,288,4,1302,8.859
2013~2014,한국전력,남,30,120,2620,1575,310,258,984,3127,50.36,512,151,103,382,1148,44.59,237,27,28,194,486,48.76,315,43,42,147,547,57.58,130,16,6,49,201,64.67,2,,2,1,5,40,379,73,77,211,740,51.21,262,347,647,40,207,1463,2.183,200,134,424,2082,2640,1.116,,759,1,1521,30,1650,3201,12.67,1505,79,815,2399,59.44,1028,292,7,1327,8.566
2013~2014,GS,여,30,107,2507,1559,176,265,1753,3753,41.54,754,99,143,933,1929,39.08,97,9,16,133,255,38.03,253,17,35,271,576,43.92,139,21,15,112,287,48.43,64,5,4,72,145,44.13,252,25,52,232,561,44.91,254,614,607,24,293,1768,2.373,202,117,211,2160,2488,1.093,,554,1,1459,45,2297,3801,13.63,910,146,1051,2107,36.26,2075,360,9,2444,19.39
2013~2014,IBK,여,30,106,2482,1469,168,192,1711,3540,41.49,745,118,114,979,1956,38.08,160,7,8,136,311,51.44,220,11,18,209,458,48.03,161,7,14,200,382,42.14,36,3,4,42,85,42.35,147,22,34,145,348,42.24,245,634,597,21,347,1823,2.311,170,189,197,2076,2462,1.783,,458,,1362,36,2181,3579,12.84,913,118,943,1974,40.27,1999,337,12,2348,18.85
2013~2014,KGC인삼공사,여,30,115,2538,1579,248,307,1880,4014,39.33,722,139,136,1003,2000,36.1,34,9,7,54,104,32.69,242,35,21,316,614,39.41,89,8,13,94,204,43.62,72,6,11,71,160,45,420,51,119,342,932,45.06,180,575,547,12,260,1562,1.565,126,158,234,2148,2540,1.373,,599,,1496,39,2611,4146,13,1111,132,1062,2305,42.47,2256,419,7,2682,19.61
2013~2014,도공,여,30,116,2491,1490,288,280,1941,3999,37.25,714,163,137,1012,2026,35.24,72,10,9,96,187,38.5,301,42,40,344,727,41.4,72,16,7,113,208,34.61,20,2,4,39,65,30.76,311,55,83,337,786,39.56,230,645,614,14,324,1813,1.982,164,168,282,2050,2500,1.448,,615,1,1432,31,2740,4203,12.34,963,143,1222,2328,35.22,2203,395,8,2606,18.99
2013~2014,현대,여,30,113,2448,1478,197,318,1543,3536,41.79,569,102,140,732,1543,36.87,145,8,15,93,261,55.55,232,25,37,201,495,46.86,286,26,34,249,595,48.06,47,3,5,45,100,47,199,33,87,223,542,36.71,283,573,631,31,295,1782,2.504,226,146,237,2074,2457,1.292,,650,1,1413,53,2190,3656,12.5,942,165,1153,2260,34.38,1820,339,11,2170,16.1
2013~2014,흥국,여,30,113,2302,1398,261,329,1856,3844,36.36,690,142,158,971,1961,35.18,128,14,27,128,297,43.09,153,44,35,226,458,33.4,108,10,12,135,265,40.75,85,10,17,91,203,41.87,234,41,80,305,660,35.45,146,573,463,19,229,1411,1.292,103,138,245,1938,2321,1.221,,661,1,1341,62,2641,4044,11.86,1037,164,1135,2336,37.37,2134,396,6,2536,18.88
2014~2015,OK저축은행,남,36,139,3188,1846,333,294,949,3422,53.94,426,102,94,356,978,43.55,395,36,34,183,648,60.95,335,66,38,139,578,57.95,152,10,9,65,236,64.4,5,,2,6,13,38.46,533,119,117,200,969,55,386,410,722,30,279,1797,2.776,313,170,528,2475,3173,1.223,,904,3,1764,48,1664,3476,12.69,1634,99,852,2585,59.38,1177,372,4,1553,8.467
2014~2015,삼성,남,36,139,3270,1949,294,285,1009,3537,55.1,725,111,122,423,1381,52.49,321,23,13,174,531,60.45,141,36,21,75,273,51.64,243,14,15,94,366,66.39,7,1,1,2,11,63.63,512,109,113,241,975,52.51,344,440,746,26,236,1766,2.474,250,134,347,2760,3241,0.964,,688,2,1874,25,1616,3515,13.48,1425,119,1009,2553,51.15,1279,444,5,1728,9.201
2014~2015,한국전력,남,36,141,3224,1879,342,280,1150,3651,51.46,754,164,128,509,1555,48.48,250,18,14,204,486,51.44,368,70,31,173,642,57.32,153,17,8,51,229,66.81,1,1,1,1,4,25,353,72,98,212,735,48.02,367,437,750,32,262,1816,2.602,275,125,436,2648,3209,0.886,1,796,,1804,42,1823,3669,12.79,1546,106,1013,2665,54.03,1305,386,5,1696,9.255
2014~2015,KAL,남,36,137,3129,1933,332,323,1220,3808,50.76,699,140,155,585,1579,44.26,215,27,16,136,394,54.56,402,57,50,184,693,58,100,8,6,38,152,65.78,40,4,5,13,62,64.51,477,96,91,264,928,51.4,320,527,801,42,296,1944,2.335,268,117,467,2548,3132,0.854,1,874,2,1863,35,1983,3881,13.59,1623,116,1053,2792,53.97,1389,435,6,1830,10.13
2014~2015,현대,남,36,139,3121,1814,351,307,1126,3598,50.41,560,140,120,450,1270,44.09,344,44,27,202,617,55.75,242,40,32,108,422,57.34,186,26,14,85,311,59.8,2,,,1,3,66.66,480,101,114,280,975,49.23,359,401,767,35,291,1818,2.582,294,109,386,2629,3124,0.784,2,776,1,1757,42,1844,3643,12.64,1623,123,940,2686,55.84,1214,448,4,1666,8.733
2014~2015,LIG손보,남,36,146,3260,1923,356,306,1189,3774,50.95,753,170,140,586,1649,45.66,220,25,21,128,394,55.83,344,54,29,166,593,58.01,91,10,10,42,153,59.47,1,,,,1,100,514,97,106,267,984,52.23,397,460,764,38,271,1892,2.719,328,109,479,2685,3273,0.746,,901,2,1840,72,1953,3865,12.6,1550,149,1236,2935,47.73,1318,459,6,1783,9.027
2014~2015,우리카드,남,36,137,2855,1675,454,296,1315,3740,44.78,586,203,126,578,1493,39.24,267,41,21,191,520,51.34,389,92,47,227,755,51.52,141,23,11,86,261,54.02,9,,,1,10,90,283,95,91,232,701,40.37,289,444,765,26,245,1743,2.109,242,87,390,2414,2891,0.635,,763,3,1609,45,2127,3781,11.74,1620,139,1023,2782,53.23,1356,424,6,1786,9.897
2014~2015,IBK,여,30,115,2555,1529,193,229,1821,3772,40.53,608,88,115,929,1740,34.94,130,19,8,123,280,46.42,214,32,11,180,437,48.97,223,18,19,201,461,48.37,61,6,6,71,144,42.36,293,30,70,317,710,41.26,254,645,530,22,291,1720,2.208,191,148,255,2142,2545,1.286,,543,2,1452,32,2364,3848,12.62,979,151,969,2099,39.44,2176,394,5,2575,18.92
2014~2015,도공,여,30,113,2546,1526,255,259,1960,4000,38.15,583,113,125,973,1794,32.49,118,14,11,156,299,39.46,317,47,28,295,687,46.14,137,16,17,158,328,41.76,39,10,2,63,114,34.21,332,55,76,315,778,42.67,208,648,485,10,277,1618,1.84,161,170,273,2091,2534,1.504,,580,2,1451,33,2629,4113,12.84,1000,153,1009,2162,39.17,2324,407,5,2736,20.56
2014~2015,현대,여,30,117,2623,1555,220,319,1664,3758,41.37,681,108,120,762,1671,40.75,145,18,16,179,358,40.5,188,13,32,192,425,44.23,167,21,18,214,420,39.76,11,1,1,6,19,57.89,363,59,132,311,865,41.96,305,581,541,38,337,1764,2.606,239,211,273,2131,2615,1.803,,692,6,1460,51,2322,3833,12.47,914,132,1195,2241,34.89,1942,422,11,2375,16.59
2014~2015,흥국,여,30,115,2459,1468,233,250,1870,3821,38.41,606,124,125,962,1817,33.35,117,10,13,123,263,44.48,220,34,28,249,531,41.43,118,18,9,132,277,42.59,87,3,9,76,175,49.71,320,44,66,328,758,42.21,202,612,514,15,289,1617,1.756,156,146,264,2049,2459,1.269,,583,,1394,47,2483,3924,12.12,1031,184,1015,2230,37.98,2128,420,7,2555,18.5
2014~2015,GS,여,30,121,2564,1571,253,317,2042,4183,37.55,659,94,122,953,1828,36.05,89,16,24,118,247,36.03,318,61,51,376,806,39.45,128,16,13,141,298,42.95,52,3,10,55,120,43.33,325,63,97,399,884,36.76,228,738,628,24,305,1899,1.884,174,165,275,2136,2576,1.363,,668,,1482,45,2751,4278,12.24,1092,158,1191,2441,38.26,2271,462,7,2740,18.76
